ProteinAccessions;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value eat2_d15_eat2_d10;Student's T-test q-value eat2_d15_eat2_d10; Student's T-test Difference eat2_d15_eat2_d10;Student's T-test Test statistic eat2_d15_eat2_d10;Sign p-val: 0.05 
G5EEZ1;14,4151;14,9959;14,8174;15,3674;14,4311;14,9159;14,0084;13,6226;0,984617;0,0357137;0,654447;1,91763;+
G5EEZ4;16,1515;16,7519;16,2;16,1886;13,4953;13,8911;12,9141;14,6027;3,30211;0,000548844;2,59722;6,79148;+
G5EF01;17,558;16,9947;16,538;16,7051;18,0942;18,1759;17,9566;18,1673;2,61412;0,00147539;-1,14959;-5,00856;+
G5EF05;18,7994;19,2051;18,9459;19,1968;18,2887;18,1395;17,8201;17,9921;3,34471;0,000540123;0,9767;6,91587;+
G5EF08;14,7275;15,469;14,8119;15,0237;14,305;14,4621;14,2175;14,0053;2,13603;0,00330079;0,760527;3,97668;+
G5EF11;14,733;15,3324;14,5534;15,4359;12,9112;13,0772;12,7351;13,1868;3,84022;9,74E-05;2,03612;8,5069;+
G5EF26;13,7351;15,5499;13,7702;15,3244;16,4477;16,3631;15,6589;16,0747;1,5996;0,00906521;-1,54121;-2,96431;+
G5EF28;14,3807;14,6471;14,0338;14,2828;17,9384;18,0648;17,6694;17,9968;6,39003;0;-3,58124;-23,3241;+
G5EF32;21,5792;21,8954;21,7731;22,0198;19,9895;19,6128;19,2822;19,4476;4,80339;0;2,23386;12,541;+
G5EF37;19,5181;19,9368;18,9979;19,8993;18,8318;18,5667;19,1055;19,5166;1,00773;0,033936;0,582891;1,95602;+
G5EF43;14,5536;15,0631;14,5219;14,9885;14,2608;13,142;14,0376;13,0643;1,85381;0,00558715;1,15562;3,4282;+
G5EF48;17,6284;17,2239;16,906;16,6808;15,7006;15,7358;15,2865;15,514;3,28433;0,000540382;1,55058;6,74007;+
G5EF53;16,1856;17,9415;17,6713;17,8799;14,7981;14,6791;14,3817;14,5617;3,24457;0,000612069;2,81446;6,62627;+
G5EF57;14,4399;15,2693;13,9809;15,0943;13,2976;12,9199;12,6443;13,3323;2,54329;0,00174919;1,64757;4,84635;+
G5EF58;14,9659;14,5633;15,0695;15,2709;12,9994;12,7314;12,698;13,2802;4,26961;0;2,04016;10,1318;+
G5EF59;14,2296;14,0107;13,8755;14,8831;12,9472;13,153;12,837;12,6634;2,816;0,00109326;1,34957;5,49106;+
G5EF60;17,824;17,5454;17,6393;17,7611;15,7131;16,2512;15,2208;16,1097;3,63425;0,000279426;1,86876;7,81182;+
G5EF61;13,9491;14,8402;14,9927;15,1404;14,9348;15,587;16,3262;15,2282;1,01025;0,033842;-0,788448;-1,96021;+
G5EF65;14,4476;15,2513;14,5499;14,4445;14,5533;14,4104;14,3629;14,0998;0,71435;0,0722925;0,316708;1,46586;
G5EF77;17,1142;17,5877;17,3884;17,5958;15,3222;14,4218;14,4219;14,471;4,50033;0;2,76233;11,1154;+
G5EF83;13,9084;14,9728;15,0034;15,3062;13,2024;13,1967;5,65786;12,7776;0,980693;0,0360839;3,58908;1,91112;+
G5EF84;14,4112;14,285;14,99;15,311;14,6559;12,5833;13,6843;14,045;1,04771;0,0308061;1,00718;2,02244;+
G5EF86;17,3689;18,4161;17,5699;18,1329;17,2221;17,3034;16,8823;16,9568;1,59981;0,00906812;0,780805;2,96468;+
G5EF87;17,1277;17,6321;17,2373;17,7311;17,17;17,0792;15,9928;16,2351;1,30599;0,0172195;0,81278;2,45532;+
G5EF90;15,0169;14,9895;14,579;14,6831;15,919;16,6166;15,1689;15,4981;1,60362;0,00902769;-0,983551;-2,97146;+
G5EF97;19,3753;20,6403;20,0019;21,6315;15,1849;15,4733;16,0424;15,2557;4,10558;0;4,92318;9,48112;+
G5EF99;14,8747;15,0152;14,8964;15,0517;14,6475;14,813;14,3516;13,2302;1,00183;0,0342958;0,698942;1,94623;+
G5EFA2;14,9619;13,5915;14,5139;14,4852;16,3736;16,5114;15,8686;16,6399;2,97165;0,000872379;-1,96024;-5,88489;+
G5EFB5;15,7027;17,4489;17,4357;17,3003;17,3898;17,6644;16,8414;17,707;0,402647;0,182116;-0,42877;-0,91456;
G5EFC1;19,542;20,8593;19,1636;20,2523;18,0643;17,7038;17,8944;18,1853;2,65145;0,00151002;1,99232;5,09549;+
G5EFC4;15,7053;15,9449;16,1131;16,1512;15,0569;15,0704;18,914;14,849;0,00204164;0,989422;0,00604749;0,00612707;
G5EFC8;13,8147;14,3126;14,7902;15,4811;14,9738;14,6531;15,7721;15,4587;0,686203;0,0781286;-0,614773;-1,41803;
G5EFD4;16,0162;17,8276;16,2821;18,212;15,4202;15,2905;14,9313;14,7515;1,88402;0,00527497;1,98613;3,48509;+
G5EFD7;17,3881;17,6781;17,4789;17,4978;16,1716;15,6519;15,4046;15,8813;4,22167;0;1,73337;9,93759;+
G5EFE3;17,4837;18,7951;18,5255;18,8132;18,5367;18,4986;17,9738;17,9935;0,170274;0,436864;0,153748;0,439543;
G5EFF8;16,8582;17,2984;17,5403;16,8443;17,1667;16,9043;17,1152;17,2311;0,0591064;0,743982;0,0309749;0,167131;
G5EFF9;19,5356;18,0807;18,9189;17,8068;14,7219;17,8139;17,0011;15,8737;1,53998;0,0101139;2,23282;2,85894;+
G5EFG0;17,3857;17,848;17,332;17,9223;16,0948;16,3718;15,3613;15,4248;3,0838;0,000721901;1,80883;6,18139;+
G5EFG4;16,8759;17,4808;16,8905;17,8501;17,0497;16,7355;16,2308;17,0409;0,834037;0,05277;0,510125;1,6671;
G5EFH1;14,0302;15,197;14,7146;15,4359;12,9529;13,215;12,6487;13,3335;2,70909;0,00138322;1,80689;5,23172;+
G5EFH4;16,2423;16,5851;16,6583;16,9987;16,6473;16,2754;16,295;16,2409;0,681816;0,0792413;0,256463;1,41055;
G5EFH7;13,2988;14,1848;14,3695;15,1716;13,4216;13,4078;14,0267;13,2015;0,884604;0,0457432;0,741816;1,75141;+
G5EFH8;16,7873;16,8983;17,1185;16,8257;17,257;16,7437;17,171;17,3009;0,691967;0,0767346;-0,210748;-1,42784;
G5EFI4;21,7974;22,241;22,0408;22,2372;20,7141;20,298;20,7343;20,7461;4,14774;0;1,45597;9,64467;+
G5EFJ0;18,1595;18,2056;17,4533;17,8824;16,8964;15,6924;16,9153;16,7784;2,13239;0,00333622;1,35458;3,96934;+
G5EFJ3;17,831;17,7569;16,9668;17,7438;17,4804;17,242;17,0541;17,6327;0,408312;0,178904;0,222356;0,925191;
G5EFJ8;15,3969;16,1385;14,5716;15,994;16,646;17,1322;14,1975;16,6281;0,359697;0,210519;-0,62572;-0,832846;
G5EFK4;18,6883;19,8129;19,35;19,6645;18,5319;18,4108;18,1154;18,1065;2,15037;0,00318827;1,08777;4,00563;+
G5EFL1;14,7352;14,8316;14,8212;14,5275;14,7547;14,7461;15,4598;16,4504;0,750807;0,0655102;-0,623861;-1,52749;
G5EFL5;14,4651;15,1964;15,0061;15,2482;19,8208;19,6795;19,1432;18,413;4,63159;0;-4,28517;-11,7133;+
G5EFM0;16,5509;17,1465;15,6278;16,4847;14,7743;14,455;13,6089;14,3908;2,7712;0,00116797;2,14526;5,38131;+
G5EFM7;15,276;16,2884;15,6056;15,67;13,6574;12,4634;12,1529;13,4963;3,1835;0,000685871;2,76747;6,45445;+
G5EFN2;14,0333;14,6965;15,0563;14,5436;13,1438;13,3118;12,8796;12,9872;3,188;0,000688231;1,50182;6,46698;+
G5EFP2;18,474;18,4247;18,4339;19,0321;18,2959;18,2633;17,6447;17,8548;1,42527;0,0130519;0,576498;2,65928;+
G5EFP3;15,0074;14,6695;14,9421;15,1326;14,3446;14,7838;14,4097;14,305;1,75486;0,00697599;0,477134;3,2446;+
G5EFP4;14,3486;14,8253;14,9583;14,8947;20,3844;20,3755;20,7231;19,6447;6,08848;0;-5,52521;-20,7492;+
G5EFP5;15,7315;15,1849;15,9296;15,0469;14,3868;13,6155;13,153;14,4205;2,25117;0,00256381;1,57928;4,21238;+
G5EFP8;13,9263;15,2049;14,5125;15,3565;13,3444;13,322;12,9068;13,3215;2,3403;0,00211173;1,52635;4,40012;+
G5EFQ9;16,1625;16,6981;16,7844;16,3096;16,8508;16,9972;16,4648;16,5436;0,532751;0,121258;-0,225461;-1,15171;
G5EFR0;14,5237;14,3298;14,3873;15,134;12,8374;13,2375;12,9701;13,0231;3,62603;0,00032;1,57669;7,78511;+
G5EFS2;16,2968;17,1107;15,2885;16,7865;16,3901;15,6885;15,6966;15,6294;0,554379;0,113693;0,519482;1,18995;
G5EFS4;14,9801;15,1626;14,6743;14,9601;16,7186;16,0116;16,1996;16,5655;3,52797;0,000296558;-1,42958;-7,47241;+
G5EFS5;17,5249;17,8319;17,2428;17,5931;16,1278;15,9174;15,8136;15,5769;4,26944;0;1,68927;10,1311;+
G5EFS9;14,4474;14,4092;14,8499;13,8873;13,2473;13,2508;12,6945;13,3485;2,65774;0,00151447;1,26317;5,11023;+
G5EFT5;14,7863;14,8628;14,2833;15,3722;12,4684;13,2217;12,427;13,2734;3,07596;0,000716837;1,97851;6,1603;+
G5EFU2;16,4029;15,8374;16,7838;16,6565;12,3874;9,13688;14,1472;10,8979;2,33737;0,00214572;4,77783;4,39388;+
G5EFV2;14,6962;14,5467;14,7848;14,6224;13,0319;13,2401;12,7643;13,1106;5,16018;0;1,6258;14,4385;+
G5EFV4;16,6031;17,5917;16,3338;18,0454;17,5301;17,2135;17,8479;18,0889;0,54769;0,115941;-0,526548;-1,17815;
G5EFX2;16,3608;16,8195;16,5229;17,0551;15,6476;15,1676;15,5108;16,3514;1,88365;0,00527125;1,02025;3,4844;+
G5EFX8;17,2054;17,9634;16,8689;18,3544;15,3981;16,9024;14,8983;15,5449;1,88858;0,00515074;1,91211;3,49371;+
G5EFY6;15,3373;16,4755;15,3897;15,3864;15,963;16,5035;15,0739;16,3044;0,316193;0,245779;-0,313994;-0,747809;
G5EFZ1;20,0666;20,2682;20,24;20,3496;17,5678;17,0862;18,4883;18,6042;3,08492;0,00072283;2,2945;6,18441;+
G5EFZ5;16,0465;16,4619;15,526;15,6546;17,3295;18,3874;17,2529;17,8528;2,72981;0,0012537;-1,78341;-5,2813;+
G5EG03;14,825;15,6952;15,7808;15,5572;15,8878;15,3347;14,8592;15,1623;0,197453;0,389162;0,153555;0,500318;
G5EG11;14,7104;14,0786;13,8625;14,3994;13,2084;12,99;12,9641;13,0788;3,09513;0,000674012;1,20242;6,21196;+
G5EG13;18,4473;19,1427;18,3534;19,074;17,5067;17,8822;18,4032;18,2225;1,40865;0,0134872;0,750732;2,63066;+
G5EG18;19,5668;19,8174;18,8163;20,3859;17,2477;17,379;17,1755;17,5286;3,34409;0,000539291;2,3139;6,91407;+
G5EG23;14,4033;14,6206;14,3724;14,8221;13,3032;13,3399;12,6718;13,3283;3,43495;0,000424691;1,3938;7,18553;+
G5EG26;17,6061;17,9741;17,7085;18,0393;16,5195;16,4732;15,7633;16,6274;3,26242;0,000617839;1,48614;6,67717;+
G5EG39;13,2774;15,1759;14,4327;14,4873;15,1968;14,9376;13,3639;14,7845;0,152843;0,472909;-0,22739;-0,399544;
G5EG41;13,9673;15,0592;14,9624;15,3261;13,1366;13,2112;12,7189;13,2094;2,82048;0,00106695;1,75975;5,5021;+
G5EG43;15,0379;14,8594;14,9723;14,7502;12,6926;13,2196;12,9796;11,9617;3,63894;0,00028023;2,1916;7,82707;+
G5EG50;13,8704;15,1548;13,8327;13,3178;13,6088;14,266;14,8625;14,2645;0,171252;0,435337;-0,206533;-0,441764;
G5EG58;14,1944;14,6477;14,8388;15,3069;13,1428;13,3607;10,8537;13,2107;1,77705;0,00653569;2,10495;3,28543;+
G5EG62;16,9457;15,9439;16,5823;16,2579;14,7935;15,0482;14,1925;14,0447;2,99493;0,000844148;1,91274;5,94555;+
G5EG65;13,8684;14,4576;14,5335;15,3548;15,9315;15,9614;9,58561;12,0036;0,312781;0,248656;1,18306;0,741032;
G5EGA5;15,4578;15,3609;15,1489;15,9379;13,1128;13,1984;14,1685;12,9718;3,24019;0,000610753;2,11348;6,61382;+
G5EGA6;14,7635;15,9582;15,3336;15,1563;15,3359;14,627;15,2576;15,4727;0,160018;0,457687;0,129624;0,416113;
G5EGA7;16,4902;18,1425;16,2921;16,0517;14,3334;14,6238;15,603;15,3227;1,71442;0,00738338;1,77339;3,17073;+
G5EGB1;19,5393;20,085;19,4728;20,6285;20,772;20,6858;20,5438;20,7105;1,46274;0,0120209;-0,746625;-2,72408;+
G5EGB3;18,3118;18,8866;18,3563;18,9282;15,7726;16,1673;16,8777;15,5724;3,56594;0,000306569;2,52321;7,59221;+
G5EGC1;13,6057;14,9291;14,2707;15,3653;15,4429;15,5923;15,3519;15,5819;1,2967;0,0175511;-0,949553;-2,43957;+
G5EGD5;14,2177;14,7151;14,7707;14,7386;12,989;14,1875;15,2486;15,8819;0,0177004;0,917866;0,0338113;0,0522014;
G5EGE9;14,3562;14,4679;14,9198;15,1759;13,1472;13,1683;12,9952;13,2542;3,67926;0,000289683;1,58875;7,95941;+
G5EGG0;14,8796;15,36;14,1238;15,3448;13,3172;13,5266;14,441;14,1466;1,46855;0,0117947;1,06919;2,73416;+
G5EGG8;20,9365;20,5636;20,0856;19,7323;20,9089;19,5211;20,9024;21,0579;0,24352;0,321809;-0,268088;-0,599459;
G5EGH2;14,7708;15,1207;14,6694;14,4632;13,3759;13,1578;13,6589;13,333;3,68633;0,000291417;1,37464;7,98283;+
G5EGH7;17,5872;17,724;17,3405;17,0641;14,8178;15,3727;14,9125;14,944;4,83312;0;2,41721;12,6897;+
G5EGI7;14,39;15,3242;14,2537;14,2851;15,6025;15,3221;16,31;16,3451;1,98626;0,00445325;-1,33168;-3,68075;+
G5EGJ5;14,9071;15,1908;14,5108;15,0632;13,2608;13,0916;12,516;12,8265;3,99924;0,000115385;1,99425;9,07952;+
G5EGK1;17,6524;17,2298;17,1809;17,3863;17,3294;17,1775;16,8264;16,8707;0,993313;0,0349517;0,31135;1,93208;+
G5EGK7;14,28;15,4637;15,0679;14,8382;13,094;13,2919;12,7704;13,2544;3,23457;0,000609878;1,80976;6,59789;+
G5EGK8;18,6079;19,3377;18,6416;18,4528;17,892;17,6733;18,1306;18,0386;2,01875;0,00416996;0,826393;3,74398;+
G5EGL2;17,4459;17,2996;17,4935;17,8185;16,3849;16,5473;16,4225;16,2874;3,99243;0,00011413;1,10387;9,05435;+
G5EGN2;14,8573;14,6455;13,8778;15,2485;15,5001;15,0056;15,183;16,197;1,08704;0,0279015;-0,81417;-2,08787;+
G5EGP4;18,046;18,8209;18,2595;18,9794;17,5272;17,2381;17,6794;17,6496;2,20005;0,00276378;1,0029;4,10681;+
G5EGP8;17,9424;18,7696;17,8172;18,8373;17,4472;17,4593;17,009;17,2762;1,95666;0,004743;1,04371;3,6236;+
G5EGR8;14,798;15,2186;14,3601;14,6028;14,8102;15,3371;14,2272;14,6933;0,0259223;0,881453;-0,022084;-0,0757793;
G5EGS5;16,7389;17,9438;16,8023;18,0832;15,2439;14,9175;15,1344;15,2782;3,04968;0,000796992;2,24854;6,09003;+
G5EGS8;14,7929;15,0596;14,748;14,8406;13,3338;12,8189;12,6983;13,2622;4,38312;0;1,83198;10,6053;+
G5EGT6;15,4853;15,4166;16,0357;15,7993;13,3739;12,8554;14,3587;13,9856;2,87644;0,00106979;2,04082;5,64162;+
G5EGT7;16,8137;17,4017;17,0269;17,6387;16,3813;16,7274;16,1677;16,2154;2,03651;0,0039699;0,847288;3,77876;+
G5EGU1;17,5746;18,0376;18,0638;17,7547;17,5285;17,4654;17,2318;17,3039;1,88648;0,00520651;0,475307;3,48976;+
G8JXY9;15,2524;16,709;15,8831;16,6369;16,0423;16,2391;16,2337;16,4354;0,124111;0,540683;-0,117263;-0,33165;
G8JXZ7;14,1912;15,4736;14,0985;15,4348;18,0692;17,5355;17,3619;16,934;3,0179;0,000859259;-2,67559;-6,00583;+
G8JY24;14,6775;15,0291;13,9484;15,2737;15,3053;14,6179;14,136;14,455;0,100129;0,607563;0,103599;0,272884;
G8JY31;17,9456;18,0767;18,2183;18,008;17,8752;17,532;17,2158;17,8243;1,48466;0,0112913;0,450295;2,76218;+
G8JY83;24,0932;24,6784;23,9621;24,2886;22,258;20,8479;21,8904;21,4548;3,61493;0,000316981;2,64277;7,74917;+
G8JY85;14,2925;15,3757;14,687;14,8938;13,057;13,3166;12,9134;13,2157;3,36028;0,000544323;1,68658;6,96182;+
G8JY94;17,412;17,4009;16,9543;17,3803;18,9426;18,7045;19,1497;19,242;4,37339;0;-1,72282;-10,5639;+
G8JYB8;14,1492;14,5538;14,736;15,1928;7,18589;13,289;12,1071;10,8692;1,5259;0,0103947;3,79514;2,83423;+
G8JYE4;18,3696;19,8254;18,5368;20,0331;17,3845;17,3099;16,6011;16,9886;2,4132;0,00196411;2,12021;4,5573;+
G8JYG1;16,349;16,1997;15,583;16,062;15,8869;16,3559;15,6441;15,3138;0,396424;0,185779;0,24825;0,902845;
G8XYY4;13,9244;15,4452;13,937;15,4684;13,2314;13,2299;12,9217;13,2501;1,85498;0,00555051;1,53548;3,4304;+
G8XYY6;17,0388;16,8247;16,5221;17,3598;15,8565;16,0469;15,6807;15,8261;2,87876;0,00102518;1,0838;5,64747;+
H1UBJ9;14,9492;15,2377;14,4567;15,1766;14,3882;14,0605;13,8198;14,1756;2,12659;0,00335706;0,844017;3,95769;+
H1UBK8;14,6715;15,283;14,8815;14,7293;13,1829;13,3585;12,7795;13,1999;4,11512;0;1,76112;9,51792;+
H1ZUX7;14,7723;15,1521;14,9088;15,3822;14,3829;14,8081;13,1924;14,3497;1,2391;0,0198625;0,870547;2,34228;+
H2FLG7;14,4727;15,4526;14,2658;14,4844;15,6039;15,2776;14,6175;15,8832;0,900113;0,0438591;-0,676689;-1,77722;+
H2FLJ1;18,5732;19,2694;19,7461;19,066;16,6767;16,9558;16,7696;16,7267;4,11199;0;2,38148;9,50584;+
H2FLK8;21,8486;22,1763;21,8872;22,1966;20,2859;19,9704;20,1859;20,1686;5,50159;0;1,87449;16,5073;+
H2FLK9;19,1482;20,4042;19,5728;19,9616;18,836;19,1175;17,9043;18,4333;1,72417;0,00731321;1,19895;3,18848;+
H2FLL6;14,9305;15,4485;14,2513;14,4273;13,1486;13,3097;12,8395;13,0869;2,94553;0,000947801;1,66824;5,81741;+
H2KMK6;16,7946;17,1558;16,7472;17,1525;15,6771;15,5375;15,1349;15,3909;4,11504;0;1,52743;9,51761;+
H2KML6;14,3621;15,0936;14,63;14,6726;12,2724;13,2456;12,3359;13,1518;3,18474;0,000686813;1,93816;6,45791;+
H2KY58;16,7195;16,5568;16,6816;16,6062;15,9679;16,4544;15,93;15,9102;2,27199;0,0023662;0,575412;4,25582;+
H2KY60;14,9128;15,5132;14,0199;14,5714;13,0249;13,2334;12,8961;13,0101;2,75604;0,00118981;1,71323;5,34452;+
H2KY68;16,1914;16,2176;15,9896;16,1749;13,9216;15,7938;15,2441;14,6707;1,65226;0,00835325;1,23584;3,05838;+
H2KY72;19,8361;20,4819;20,0381;20,5349;17,015;17,2284;16,9596;16,9483;5,64562;0;3,18491;17,4629;+
H2KY88;15,5771;16,169;14,6952;16,0881;13,5828;13,4876;13,9514;14,1223;2,60297;0,00153014;1,84635;4,98278;+
H2KY99;14,0238;15,1218;13,3907;14,1898;15,1142;15,2874;14,0911;12,8907;0,090901;0,634429;-0,164277;-0,249703;
H2KYA5;19,0254;20,0063;19,1363;19,9897;18,0041;16,0615;16,9216;16,8568;2,77043;0,00116736;2,57847;5,37943;+
H2KYB6;14,7823;14,6909;14,8161;14,9422;13,3299;13,269;12,6513;13,0303;4,40558;0;1,73774;10,7013;+
H2KYB8;14,445;15,126;14,5449;14,8471;16,2143;12,226;14,0556;13,1707;0,422483;0,170658;0,824084;0,951645;
H2KYC6;18,3216;18,5423;18,2283;18,5378;16,2718;16,4235;16,0133;16,0345;5,66629;0;2,22175;17,6044;+
H2KYC9;14,6003;15,3131;14,4987;15,4313;14,3398;15,3196;14,3969;14,395;0,467704;0,147518;0,348009;1,03484;
H2KYE0;15,9347;15,8623;14,9783;15,8433;15,764;16,4436;15,883;15,4585;0,322605;0,240159;-0,232663;-0,760502;
H2KYE1;15,597;16,3731;14,9254;16,0616;16,3541;15,8849;16,3611;16,3865;0,737684;0,0678865;-0,507381;-1,50534;
H2KYG4;14,3433;15,0506;15,0222;15,1025;14,739;13,7824;14,6839;14,3766;0,85857;0,0494489;0,484192;1,70804;+
H2KYG6;15,8279;15,7526;16,4563;15,6919;16,0425;15,7242;15,9633;15,836;0,0768015;0,680413;0,0406516;0,213627;
H2KYH5;17,9251;18,1747;17,9595;18,5147;17,2488;17,2865;16,8704;17,0766;3,08313;0,000721438;1,02288;6,17959;+
H2KYI5;22,989;24,0552;23,2947;23,9411;18,6342;18,541;18,4559;18,535;5,92138;0;5,02848;19,4441;+
H2KYJ2;17,1823;16,9912;17,0707;16,9204;18,5754;18,4443;17,9096;18,4792;3,74533;0,000175549;-1,31095;-8,18036;+
H2KYJ5;19,1464;19,5379;19,4103;20,1263;17,4599;17,6165;18,5122;18,4996;2,33573;0,0021448;1,53318;4,39039;+
H2KYK4;14,758;14,9586;14,9684;15,301;13,345;13,2846;12,6457;13,0214;4,20317;0;1,92233;9,86353;+
H2KYM0;14,4305;14,6364;13,9814;15,395;13,5945;13,3384;12,4426;13,8738;1,63933;0,00852236;1,29849;3,0352;+
H2KYM2;15,5482;17,321;15,6398;17,6775;16,2733;16,2271;15,9491;16,3025;0,262598;0,297906;0,358637;0,63927;
H2KYN0;14,8858;15,2812;15,0055;15,1238;15,0455;15,3351;15,0251;14,9581;0,049733;0,779981;-0,0168519;-0,141906;
H2KYN3;16,0167;16,435;16,2625;16,229;14,5278;17,3886;14,7348;14,2689;0,661705;0,0841403;1,00581;1,37619;
H2KYN5;18,8701;20,1989;19,4328;19,6369;17,3069;16,4864;16,6588;17,0863;3,67753;0,000288823;2,6501;7,95369;+
H2KYN6;14,3783;14,3477;14,5014;15,0927;12,5757;13,687;14,0071;12,4896;1,77799;0,00652245;1,39018;3,28715;+
H2KYP1;18,045;18,0478;18,0185;17,2846;17,0171;17,0445;16,4673;16,8857;2,29992;0,00232328;0,995332;4,31449;+
H2KYP2;18,1605;18,4621;17,6437;17,7481;17,1502;17,0822;16,2833;16,6324;2,33021;0,00218089;1,21656;4,37864;+
H2KYP5;17,0134;16,3573;15,9831;16,6652;13,9899;13,0379;14,2821;14,1722;3,48488;0,000441781;2,63425;7,33836;+
H2KYP7;19,435;19,6695;19,8971;19,2507;14,2169;15,217;16,2098;11,673;2,74446;0,00117575;5,23391;5,31656;+
H2KYQ2;18,8689;19,1571;19,0806;19,2756;17,4711;17,231;17,5795;16,7861;4,0696;0,000126506;1,82861;9,34351;+
H2KYQ5;14,7869;15,1784;13,9279;15,2562;19,9609;19,5436;18,7837;19,1085;4,57689;0;-4,56182;-11,4606;+
H2KYR1;18,2602;19,4111;18,8684;19,3657;18,2933;18,2245;18,1318;18,4713;1,33511;0,0161693;0,696153;2,5048;+
H2KYR4;14,8209;15,4695;14,0092;14,6177;14,0735;14,4222;13,8206;13,3059;1,12889;0,0250978;0,823793;2,15763;+
H2KYS1;20,0578;20,4175;19,9999;20,648;19,0324;18,9693;18,9251;18,8837;3,83256;9,61E-05;1,32815;8,48013;+
H2KYS8;16,8327;17,7536;16,5705;16,2607;15,1386;15,3233;15,0666;15,0944;2,69419;0,00152829;1,69862;5,19628;+
H2KYU6;17,1974;18,103;17,08;18,0111;15,3533;15,878;15,612;15,8577;3,21458;0,000659619;1,92263;6,54145;+
H2KYV1;14,6283;15,3377;14,7836;15,3746;15,5824;15,3693;15,6927;16,1428;1,42259;0,0130473;-0,665776;-2,65465;+
H2KYV8;16,3146;17,0662;16,369;17,5546;15,0881;15,0856;14,7068;15,4808;2,67843;0,00151389;1,7358;5,15896;+
H2KYV9;15,9125;17,4019;16,8365;17,438;15,6145;15,9363;15,7921;15,8372;1,64342;0,00848037;1,10221;3,04253;+
H2KYX4;17,2963;17,768;17,2869;18,2487;16,6052;16,7625;16,7526;16,533;2,23717;0,00264706;0,986628;4,18333;+
H2KYX9;14,3946;15,1914;14,2985;15,0465;14,5323;14,8104;14,1397;14,7867;0,245277;0,319564;0,165462;0,603152;
H2KYZ6;14,6638;15,1216;15,0408;15,4723;15,6377;15,4503;15,3092;15,1234;0,758077;0,06455;-0,305551;-1,53974;
H2KYZ8;14,7354;14,5726;15,0098;14,5958;13,2133;12,7644;12,8743;13,1865;4,56563;0;1,71877;11,4092;+
H2KZ05;15,6411;16,5522;16,6572;16,2313;16,4474;16,5894;15,3578;16,3244;0,0915507;0,632256;0,0906975;0,251346;
H2KZ06;14,6655;15,443;14,9787;13,6325;17,9001;17,7904;17,2632;17,7183;3,47626;0,000438776;-2,98806;-7,31177;+
H2KZ18;18,117;18,0651;17,8007;18,417;18,1295;18,0155;17,7875;17,9246;0,412045;0,176446;0,135705;0,932179;
H2KZ22;18,4337;17,8913;18,0462;17,8846;16,8512;16,4635;16,5181;16,6916;4,02764;0,000121212;1,43286;9,18529;+
H2KZ24;14,7079;13,4045;15,0594;14,7927;13,278;13,3156;12,711;12,4885;1,96645;0,00463825;1,54282;3,64246;+
H2KZ29;14,007;14,8949;15,0337;14,697;13,3267;12,927;12,9891;13,0416;3,19827;0,000652265;1,58704;6,49568;+
H2KZ37;19,2656;20,0655;18,6897;19,0919;17,384;16,7611;18,0727;17,571;2,44326;0,0018553;1,831;4,62309;+
H2KZ48;14,3351;15,0436;14,5646;15,2214;16,8037;16,1356;15,3917;16,2793;2,05536;0,00389394;-1,36139;-3,81586;+
H2KZ52;14,7351;15,4502;14,622;15,2424;14,4893;14,5528;14,0064;14,6685;1,25348;0,019364;0,583163;2,36651;+
H2KZ53;14,8792;14,8235;14,3098;15,232;16,1091;16,3774;16,0795;16,3351;3,34138;0,00053681;-1,41417;-6,90608;+
H2KZ57;13,9366;15,3802;14,9841;14,8773;17,235;17,4004;17,0124;16,8798;3,42319;0,000449878;-2,33733;-7,1499;+
H2KZ70;14,0401;15,0121;14,4454;15,1936;14,7107;14,6588;13,6233;13,6027;0,609895;0,0969312;0,523898;1,28694;
H2KZ73;17,662;18,6172;17,8291;17,6237;15,6959;15,6624;14,5746;14,2463;3,22813;0,000606406;2,88822;6,57966;+
H2KZ76;14,6696;15,3908;14,1008;15,3497;13,3455;13,2022;12,6058;12,7237;2,76245;0,00119291;1,90842;5,36006;+
H2KZ89;14,8486;14,906;13,8218;15,3695;13,0494;13,1225;12,7681;12,6056;2,74401;0,00117514;1,85007;5,31546;+
H2KZ95;18,0948;19,0785;18,8704;17,9525;15,5836;14,6555;15,8696;15,9652;3,4682;0,000435811;2,98056;7,287;+
H2KZ98;16,4424;16,6667;16,6254;16,119;18,9732;19,1817;18,4993;18,3681;4,23549;0;-2,29218;-9,9932;+
H2KZA2;17,3745;17,1271;16,4572;17,2787;16,8835;16,3778;16,1214;16,5436;1,16004;0,02344;0,57778;2,20964;+
H2KZA5;16,7929;16,9219;16,4536;17,5037;15,3588;15,2297;15,1589;15,0681;3,55076;0,000301616;1,71412;7,54415;+
H2KZA6;17,1288;16,3975;15,8728;17,5382;15,8643;15,2462;15,3976;15,598;1,65209;0,00834777;1,20777;3,05809;+
H2KZB7;17,5566;17,3775;17,0914;17,6325;15,0277;15,4704;15,5185;15,4968;4,71781;0;2,03618;12,1221;+
