Protein IDs;log2 rpn6_01;log2 rpn6_02;log2 rpn6_03;log2 ev_01;log2 ev_02;log2 ev_03; -Log Student's T-test p-value rpn6_ev; Student's T-test q-value rpn6_ev; Student's T-test Difference rpn6_ev;Student's T-test Test statistic rpn6_ev;Sign p-val: 0.05 
Q400M1;31,9602;31,7799;31,5888;30,316;31,2375;31,3546;1,09826;0,0695973;0,806981;2,33571;
Q45EK1;27,8804;29,9824;29,8885;29,7034;29,1186;29,5556;0,106421;0,867028;-0,20876;-0,295;
Q4R127;27,7097;28,0026;28,0468;27,2319;28,6709;27,1618;0,174387;0,791405;0,231489;0,460184;
Q8MXD9;30,3785;30,2752;30,6899;29,0621;30,5587;30,7605;0,228374;0,715928;0,320758;0,583208;
Q8MXR6;30,9757;30,4499;30,6234;30,6613;30,1216;30,1814;0,717276;0,179892;0,361554;1,56893;
Q56VY4;30,879;30,8319;30,5281;28,6786;29,5542;29,2797;2,30383;0,0105444;1,5755;5,60753;+
Q9U365;28,7927;28,7757;28,8418;23,8634;26,4042;26,4399;1,71547;0,0226857;3,23426;3,79088;+
Q5CCJ3;29,232;29,9569;29,6482;29,394;29,2456;29,2577;0,658566;0,21024;0,31323;1,45447;
Q5WRM0;29,5834;29,4237;30,5853;30,9705;30,1105;30,6893;0,753042;0,166096;-0,726006;-1,63885;
Q5WRN3;31,8057;31,2943;32,3173;31,3234;31,9685;32,3197;0,0537199;0,931073;-0,0647271;-0,155919;
Q5WRT8;31,9371;32,1061;32,0181;29,6424;31,0216;31,9596;0,783362;0,155441;1,1459;1,69832;
Q9XWE8;24,1394;24,0079;24,1335;26,4381;25,5348;26,1859;2,70278;0,00448627;-1,95938;-7,18994;+
Q65XX4;30,2402;31,6714;31,0944;29,0792;31,1737;30,9117;0,323429;0,556707;0,613747;0,787816;
Q966H2;26,1274;26,7966;27,9285;24,5768;24,608;24,4095;1,98934;0,015125;2,4194;4,57157;+
Q69YZ0;29,4441;28,2486;28,33;28,9517;29,2591;27,8976;0,0167826;0,978494;-0,028546;-0,0505685;
Q69Z09;26,9781;25,7745;26,8324;25,6372;26,0012;25,8675;0,814439;0,143045;0,693002;1,7595;
Q69Z12;28,8673;28,7707;28,0762;28,7605;28,3654;28,4951;0,0383001;0,951207;0,03103;0,112848;
Q6A573;29,4443;29,1316;29,7847;28,3513;27,72;27,6852;2,22897;0,010814;1,53475;5,34576;+
Q6AW05;24,1481;23,738;24,1633;24,7779;25,7407;25,2846;1,80072;0,0188915;-1,25126;-4,02317;+
Q6BER6;27,7937;27,9385;28,0449;28,0546;27,8553;27,9042;0,0444867;0,943193;-0,0122871;-0,130276;
Q75MI6;28,8879;28,7633;28,734;29,083;28,065;28,0953;0,491219;0,340459;0,38067;1,12723;
Q7JKP6;29,8272;29,9879;29,7866;29,3809;29,3609;29,4743;2,54739;0,00669388;0,461866;6,5335;+
Q7JLI9;28,6778;28,268;27,9941;27,1095;27,0367;26,8666;2,46187;0,00801286;1,30903;6,1948;+
Q7JLY3;29,7169;29,5636;29,5559;31,1097;29,9225;30,4518;1,1942;0,0563301;-0,882511;-2,54054;
Q9U1Q2;28,3029;28,9656;29,4092;27,8263;28,5692;28,251;0,809838;0,144622;0,67711;1,75042;
Q7K798;28,5208;28,3815;29,0751;28,7896;28,1186;28,2124;0,40638;0,435521;0,28561;0,958027;
Q7K7C1;29,9293;29,8908;29,8369;29,7563;28,7659;28,4177;1,05902;0,0760345;0,905677;2,25364;
Q7YTG9;28,7277;28,3231;27,6182;25,9802;26,1462;25,9491;2,57892;0,00697872;2,19784;6,66233;+
Q7YWQ8;27,1247;27,1244;27,2037;25,6976;26,2568;26,7059;1,47396;0,0333492;0,93082;3,1787;+
Q7YZT6;26,595;27,4594;27,6279;26,7371;27,7902;27,6433;0,130271;0,841268;-0,162773;-0,354524;
Q7YZW5;26,2042;29,7911;28,7853;29,8793;29,5883;29,1796;0,520736;0,316576;-1,28886;-1,18536;
Q7Z072;34,8926;35,0176;34,2186;34,745;34,9888;34,9573;0,292136;0,607613;-0,18743;-0,721822;
Q7Z145;27,4545;27,5819;27,3459;28,2992;28,6781;28,3862;2,76133;0,00424291;-0,993694;-7,45187;+
Q7Z1Q2;31,6295;31,2104;31,4525;31,1547;31,376;31,1983;0,605198;0,244295;0,187797;1,35051;
Q9XVX5;26,0481;25,724;24,8654;26,378;26,5378;26,0833;0,978168;0,0927984;-0,787176;-2,08726;
Q86DC6;30,4823;30,6155;30,5511;27,5917;29,1116;29,0977;1,73896;0,0215339;1,94932;3,85396;+
Q86DD5;25,0349;25,4632;26,1585;26,194;25,5037;25,8713;0,326094;0,553392;-0,304153;-0,793383;
Q86DM7;29,2956;28,9705;29,0453;24,3474;24,5568;24,3708;5,609;0;4,67882;39,4751;+
Q86FL8;29,28;29,6003;29,9262;30,6011;30,1164;30,3872;1,51671;0,0318221;-0,7661;-3,2825;+
Q86NC1;31,8464;31,2701;31,7496;31,9674;32,3973;32,3596;1,29041;0,0470958;-0,619384;-2,7526;+
Q86NH9;32,5873;32,5374;32,6275;32,316;32,9091;32,7975;0,187339;0,776936;-0,09014;-0,490264;
Q86S29;26,7571;26,0718;26,177;26,9723;26,7454;26,5871;0,834584;0,134057;-0,432925;-1,7993;
Q86S66;28,2539;28,4;28,4333;28,291;29,3242;29,2333;0,811282;0,144262;-0,587123;-1,75327;
Q86S77;30,7453;30,3389;30,2826;29,3254;29,9912;28,8568;1,38017;0,0406988;1,06449;2,95718;+
Q8I4I9;26,8482;26,465;25,9886;25,7639;25,8647;25,3169;1,22867;0,0529988;0,785434;2,61572;
Q8IA50;30,6499;30,4624;30,4728;29,9163;29,663;28,8012;1,44727;0,0352359;1,0682;3,11482;+
Q8IA58;26,0389;26,1868;26,138;27,2853;27,0405;26,9631;3,10376;0,00157838;-0,9751;-9,16324;+
Q8IAA8;27,3869;26,4932;26,3708;24,5734;24,1798;24,4955;2,61738;0,00574815;2,33407;6,82241;+
Q8IG33;27,6365;27,466;28,7865;28,1562;27,7082;28,3692;0,089167;0,888063;-0,114861;-0,250708;
Q8IG68;26,0271;25,7908;25,2262;24,5309;24,6205;24,4385;2,04153;0,0144169;1,15141;4,73239;+
Q8ITX4;27,8347;27,1643;28,1641;27,3809;27,3149;27,9058;0,207723;0,747396;0,187115;0,536855;
Q8ITY4;28,1864;28,0488;28,0158;27,0262;28,3917;28,5018;0,0817437;0,896299;0,11043;0,231301;
Q95QI2;25,5922;27,8195;27,9135;26,6448;27,9515;27,9462;0,176062;0,788561;-0,405767;-0,464096;
Q8MPW1;28,1178;27,5561;28,3072;29,7179;29,2951;29,4348;2,35186;0,00973294;-1,48891;-5,78092;+
Q8MQ25;29,9239;28,9343;29,92;27,0278;30,237;29,4771;0,26508;0,650654;0,678829;0,663754;
Q8MQC1;27,2962;27,2831;28,3467;24,5207;24,6344;24,6181;3,00095;0,00205941;3,05094;8,61521;+
Q8MXH7;27,037;27,2236;26,3615;28,361;28,9567;28,2209;2,04441;0,0139061;-1,63879;-4,74138;+
Q8MYM4;27,6172;27,6127;27,7716;29,1005;27,4347;27,7444;0,343004;0,523057;-0,426035;-0,828543;
Q8T3D2;28,4839;29,157;29,276;28,8887;28,5182;28,9182;0,2862;0,614649;0,197287;0,709167;
Q8T8N8;30,7885;30,5875;30,6464;30,1774;29,7055;29,5385;1,90717;0,0160832;0,867027;4,32658;+
Q8WQA8;32,4979;32,3816;32,2331;32,3298;32,9182;32,4274;0,402214;0,440518;-0,187583;-0,949611;
Q8WQL7;26,4185;26,6507;26,5525;26,0982;26,2754;26,3627;1,34195;0,0423228;0,295095;2,86923;+
Q8WTL2;25,4164;26,504;27,4201;25,2346;26,4423;27,1774;0,0699763;0,913357;0,16206;0,200072;
Q8WTL6;25,811;25,8549;24,897;24,5227;24,6426;24,6043;1,38265;0,0405635;0,93109;2,96294;+
Q93211;24,0684;23,8554;24,1373;27,0902;27,1487;26,5809;3,89868;0,00104854;-2,91958;-14,6509;+
Q93235;30,774;29,8584;30,4855;29,9381;29,8655;29,9419;0,776768;0,156924;0,457444;1,68537;
Q93243;29,4486;29,4169;29,6014;27,4939;29,7852;28,8357;0,515641;0,319901;0,784084;1,17534;
Q93315;28,013;28,8827;28,0454;30,2937;29,7886;29,655;2,01084;0,0148027;-1,59868;-4,63732;+
Q93333;30,4702;30,7181;30,844;25,9835;27,2939;27,7108;2,64095;0,00549434;3,68139;6,92216;+
Q93353;28,9346;29,0607;29,043;27,7563;29,0704;28,9868;0,405847;0,435781;0,408254;0,956951;
Q93379;25,1164;25,2383;25,6635;24,4502;24,6705;24,615;1,88496;0,0165608;0,760845;4,26198;+
Q93382;24,9806;25,4375;25,2147;24,2764;24,6708;24,417;1,9029;0,0160498;0,756154;4,3141;+
Q93561;28,4966;28,8753;28,7388;28,4917;28,615;28,8111;0,167593;0,799747;0,0642433;0,444246;
Q93565;27,008;26,968;26,806;25,7641;25,4633;26,4409;1,60827;0,0250825;1,03793;3,51121;+
Q93572;29,6865;29,9431;29,4078;28,4721;31,0418;30,7506;0,189223;0,773248;-0,409026;-0,494609;
Q93573;32,3226;32,3367;32,2212;32,7049;32,6427;32,7439;3,00261;0,00206965;-0,403688;-8,62382;+
Q93576;24,1276;23,9948;24,0625;27,2367;27,883;27,7072;4,255;0;-3,54732;-18,0333;+
Q93594;28,4424;28,0422;28,3491;24,4229;24,6383;24,5328;4,9869;0;3,74657;27,5621;+
Q93615;30,1625;29,4309;29,711;30,074;30,6705;30,6879;1,13657;0,0646713;-0,709283;-2,41677;
Q93618;28,7803;29,2416;29,4238;29,5249;29,6377;29,7333;1,13259;0,0648055;-0,483444;-2,40831;
Q93694;33,2122;32,875;33,204;32,9214;33,6741;33,0915;0,200453;0,75533;-0,131907;-0,520341;
Q93712;28,0695;27,6122;27,885;24,4779;24,5733;24,0726;4,1686;0,00138462;3,48098;17,1491;+
Q93714;29,2199;29,2993;29,3602;28,989;28,5247;28,3047;1,53984;0,0292833;0,687046;3,33943;+
Q93716;26,4252;25,3942;26,0131;24,4424;25,8954;25,2291;0,663449;0,207906;0,755194;1,46398;
Q93725;31,2387;31,889;31,2444;29,1469;30,2336;29,5878;2,03497;0,0142831;1,80127;4,71194;+
Q93778;30,9081;31,1637;31,1814;31,5002;31,1108;31,4339;0,819073;0,14092;-0,263913;-1,76864;
Q93789;27,0209;26,5259;27,1034;27,9228;26,2488;26,4298;0,00956643;0,987585;0,0162767;0,029054;
Q93795;27,0574;27,0713;27,2378;26,4636;26,5075;26,7872;1,99584;0,0148814;0,536046;4,59138;+
Q93805;27,0426;27,0403;26,5144;24,2921;24,5006;24,3367;3,73711;0,000907563;2,4893;13,3286;+
Q93831;31,8959;31,5886;32,2206;31,131;31,7762;31,6319;0,657979;0,210432;0,388643;1,45333;
Q93873;30,7593;30,3327;30,59;29,8494;29,6094;29,9973;1,93934;0,0158565;0,742004;4,42134;+
Q93874;26,9007;27,5005;27,3004;27,4261;27,9983;27,8096;0,982196;0,0917087;-0,510804;-2,09547;
Q93934;29,9527;29,8864;30,4818;29,9229;30,6316;30,0431;0,116046;0,856337;-0,0922133;-0,319248;
Q94045;28,8854;29,2852;29,4593;27,1107;27,9673;27,8561;2,10114;0,0130673;1,56527;4,92122;+
Q94051;30,3402;30,9105;31,2617;31,5156;31,4695;31,3782;1,06786;0,0737031;-0,616943;-2,27204;
Q94053;30,2455;29,8953;30,255;29,5507;29,0309;29,3666;1,87473;0,0165878;0,815837;4,23248;+
Q94055;26,3823;27,4903;27,4353;27,442;28,6526;27,805;0,78357;0,155495;-0,863876;-1,69873;
Q94148;27,4177;27,5099;27,6068;27,7438;28,3905;28,0369;1,31188;0,0452744;-0,545583;-2,80091;+
Q94162;29,4482;29,7132;29,8235;29,5389;29,9872;29,8299;0,290617;0,609904;-0,123723;-0,718588;
Q94207;27,1207;26,5271;26,2676;24,7009;25,8912;25,6875;1,27491;0,0485498;1,21196;2,71795;+
Q94215;27,1276;26,7568;26,8755;25,822;27,4382;27,1069;0,0925206;0,882705;0,130966;0,259405;
Q94216;27,2304;26,5281;26,1948;25,4762;25,6064;25,5855;1,62614;0,024903;1,09506;3,55691;+
Q94230;29,5249;29,6878;29,7804;29,3957;29,0353;29,635;0,748349;0,167584;0,309027;1,62967;
Q94247;29,8542;30,5101;30,5471;30,1765;30,7624;30,693;0,341187;0,52449;-0,240187;-0,82478;
Q94259;26,3799;26,039;26,2896;26,0564;26,2305;26,4993;0,0543213;0,931447;-0,0258891;-0,157574;
Q94261;27,0277;28,6352;28,2791;29,4738;27,3714;28,7314;0,279072;0,627708;-0,544852;-0,69391;
Q94269;27,4475;27,6413;27,6465;27,6512;27,4634;27,4979;0,178188;0,786014;0,0409457;0,469053;
Q94402;28,1621;28,4589;29,6892;28,4611;28,0357;28,2106;0,479958;0,350531;0,534276;1,10497;
Q95005;29,5039;29,001;30,1205;29,3866;28,7756;28,6534;0,695311;0,188526;0,603233;1,52607;
Q95008;29,1623;27,7948;28,6922;29,2708;29,0124;29,2557;0,700888;0,186731;-0,62982;-1,53695;
Q95017;30,5587;31;30,7256;30,3549;28,7879;29,1617;1,27087;0,0486432;1,32662;2,70895;+
Q95PW9;29,977;29,7827;29,8581;29,5523;29,6636;29,386;1,57911;0,0264566;0,338643;3,43739;+
Q95PX9;32,4537;32,3477;32,2606;32,3997;32,2141;32,1744;0,439424;0,396612;0,0912768;1,02438;
Q95PZ1;25,2264;27,1316;27,0562;26,4452;29,6931;30,4912;0,802625;0,146026;-2,40506;-1,73621;
Q95PZ6;25,5715;27,0127;26,2277;24,5488;24,5087;24,4611;1,87302;0,0165203;1,76445;4,22756;+
Q95PZ7;29,2765;29,3611;29,2974;30,5125;29,635;29,7584;1,12175;0,0667364;-0,657001;-2,38531;
Q95Q17;27,0767;26,5962;26,9213;24,3172;25,6284;25,7104;1,59591;0,0251485;1,64604;3,47981;+
Q95Q18;24,0664;24,0309;24,1067;25,6613;27,3911;27,1452;2,10311;0,0131;-2,66453;-4,92757;+
Q95QA6;33,2652;33,3109;33,3867;32,2802;33,0687;33,0338;0,949103;0,100485;0,526676;2,02827;
Q95QL1;26,3818;28,7614;28,9886;28,8327;28,8721;29,0892;0,457124;0,375883;-0,887426;-1,05967;
Q95QN2;28,1496;28,5859;28,571;24,5508;24,3696;24,4264;4,89318;0;3,98656;26,1081;+
Q95QN6;26,8728;26,5043;26,2222;27,9884;29,1148;29,1593;2,18683;0,0110842;-2,22107;-5,20277;+
Q95QV7;29,4988;29,3992;29,378;26,9521;26,7595;26,9317;5,42778;0;2,54424;35,5559;+
Q95R19;28,3003;27,8548;28,3626;24,5615;24,6305;24,4913;4,59004;0;3,6115;21,9051;+
Q95X36;26,6921;26,3492;26,1906;26,0995;25,7524;25,1472;1,11056;0,0682022;0,744308;2,36163;
Q95X44;32,5381;32,6035;32,7119;32,2305;32,0346;31,8589;2,0813;0,0130511;0,576476;4,85774;+
Q95XD3;28,9438;28,1322;28,5227;28,6219;27,1231;25,4453;0,708489;0,184118;1,46944;1,55178;
Q95XD4;29,3287;29,6379;28,9746;24,0351;29,1001;29,8929;0,371784;0,478875;1,63771;0,887753;
Q95XJ1;29,7215;29,6744;29,779;28,9779;29,466;29,3117;1,48866;0,0328614;0,473057;3,21418;+
Q95XJ5;29,4528;29,6587;29,7846;30,2687;29,5502;29,9359;0,553561;0,284627;-0,28622;-1,2497;
Q95XM9;27,7073;28,241;27,5441;27,3674;27,8074;28,1885;0,0464299;0,94206;0,0430368;0,135708;
Q95XP9;27,572;27,0414;26,2876;26,8589;25,3985;27,4726;0,210311;0,742887;0,390326;0,542711;
Q95XQ8;26,3343;28,3923;27,9129;26,8675;26,442;26,3754;0,701183;0,186809;0,984854;1,53752;
Q95XR0;27,4796;27,2935;27,241;24,3536;24,6348;24,2661;4,59767;0;2,91984;22,0023;+
Q95XS2;28,7197;29,0536;29,2958;29,3711;30,7999;29,6489;0,91451;0,110843;-0,916934;-1,95856;
Q95XT5;24,0835;24,0915;24,1515;28,6817;28,4194;27,9737;4,47173;0;-4,24942;-20,4526;+
Q95XU6;28,3025;28,977;29,0179;28,8143;28,7817;28,9496;0,127782;0,842461;-0,08277;-0,348397;
Q95Y04;31,5325;31,3149;31,436;31,1408;32,2421;31,8111;0,392311;0,450853;-0,30353;-0,929557;
Q95Y51;24,9764;26,4074;25,6302;27,1408;29,0309;25,803;0,741049;0,17024;-1,65355;-1,61538;
Q95Y68;25,9746;24,8847;25,0588;27,0197;24,9909;27,0729;0,620785;0,234013;-1,05519;-1,38089;
Q95Y72;31,2705;31,1591;31,4975;31,0186;30,8339;31,6794;0,182305;0,781233;0,131763;0,47862;
Q95Y85;29,1946;29,2223;29,1745;28,2623;28,9859;28,9426;0,929646;0,107136;0,466866;1,989;
Q95Y89;28,3179;28,3258;28,4854;27,0705;27,7234;27,7317;1,73568;0,0214945;0,867867;3,84512;+
Q95Y90;31,768;31,3961;31,2857;29,0295;31,2194;31,3941;0,532216;0,305607;0,935642;1,20789;
Q95Y92;25,4502;25,7169;26,1815;25,029;25,3157;25,7037;0,680183;0,197279;0,433427;1,49658;
Q95Y93;28,0715;28,6783;28,6269;27,5436;26,3328;27,2717;1,56261;0,0274794;1,40956;3,39603;+
Q95Y96;26,5754;26,5693;27,4929;25,9937;27,9535;27,9215;0,223512;0,723492;-0,410374;-0,572368;
Q95YC6;32,1279;32,117;31,7885;31,7031;31,5558;31,747;1,28022;0,0479898;0,342506;2,72979;+
Q95YC7;27,6729;28,8195;26,6625;28,4974;28,8258;28,8044;0,716632;0,180154;-0,990893;-1,56767;
Q95YD5;29,3258;27,7504;28,606;28,9039;27,5239;27,1974;0,421674;0,417489;0,68567;0,988822;
Q95YF3;29,8289;29,5681;29,1192;27,8416;27,9635;27,8836;2,8047;0,00353333;1,60915;7,65132;+
Q95ZL3;28,3773;28,4146;28,1767;29,0851;29,3506;28,5003;1,17767;0,0585502;-0,655777;-2,50481;
Q95ZQ3;30,766;30,2801;30,0549;29,9158;29,9497;30,1846;0,706726;0,184923;0,350263;1,54834;
Q95ZQ5;29,2289;29,1284;28,5969;28,579;28,2312;28,0558;1,30865;0,0456364;0,696083;2,79361;+
Q95ZR6;26,9464;27,9711;27,9241;26,2028;26,6964;26,443;1,48782;0,032812;1,16646;3,21215;+
Q95ZW9;25,2115;24,673;24,7697;26,2974;25,3606;26,835;1,29909;0,0464453;-1,27957;-2,77208;+
Q960A1;25,5531;28,5728;27,3772;26,7991;27,486;26,5721;0,0827722;0,894989;0,215277;0,234003;
U4PBN2;25,0923;26,586;26,2124;24,5718;24,4937;24,565;1,46583;0,0342773;1,42003;3,15917;+
Q965Q1;33,1825;33,3898;33,5868;33,5616;33,2314;33,4053;0,0292585;0,963367;-0,0131124;-0,0870048;
Q965R9;29,4802;29,4879;29,3625;29,6839;28,5551;29,0881;0,4363;0,399052;0,334506;1,01814;
Q966A6;27,1475;26,0722;25,7455;25,3746;24,0578;25,4725;1,02072;0,0832547;1,3534;2,17439;
Q966C6;30,8852;31,1682;31,4125;31,5535;31,2967;31,5143;0,805175;0,145378;-0,29956;-1,74123;
Q966C7;27,9514;25,7329;25,9777;27,8489;28,2721;27,9982;0,976258;0,0933062;-1,48572;-2,08337;
Q966J6;28,6722;28,3016;28,7298;28,7558;29,6221;29,4408;1,12026;0,0670839;-0,705007;-2,38215;
Q966L5;30,3422;30,5208;30,6923;28,0731;29,0094;29,5145;1,72134;0,0220794;1,65277;3,80658;+
Q967F4;28,6255;28,3506;29,0803;29,9539;30,0636;30,0332;2,45926;0,00793631;-1,33142;-6,18469;+
Q9BI72;25,8141;25,9486;25,958;24,962;26,0714;26,05;0,224874;0,72147;0,21244;0,57541;
Q9BI86;25,9104;25,1835;25,3139;26,2206;25,3968;25,6744;0,374885;0,474475;-0,294671;-0,894091;
Q9BIB7;29,0894;29,225;29,3073;28,4741;27,8808;28,5611;1,80848;0,0187602;0,901923;4,04478;+
Q9BKP8;31,6304;32,4159;32,8407;32,6986;31,9912;32,6865;0,14239;0,828397;-0,16311;-0,384085;
Q9BKQ7;26,6334;27,0023;26,7969;26,4296;26,6851;27,5166;0,0669271;0,91927;-0,0662123;-0,191882;
Q9BKR2;27,7081;28,1132;27,7522;26,7849;29,0009;28,109;0,0563628;0,930501;-0,107112;-0,163181;
Q9BKR5;26,1437;25,8438;25,2135;24,2666;24,5191;24,4589;2,01032;0,0147692;1,31878;4,63574;+
Q9BKR9;27,2269;26,6867;27,6875;27,0848;27,3459;27,2176;0,0174945;0,978166;-0,0157426;-0,0526732;
Q9BKS1;30,144;30,6252;30,5027;28,6066;28,414;28,8001;3,24387;0,00178049;1,81708;9,96205;+
Q9BKU3;27,0469;27,1483;27,168;27,5365;27,531;28,1666;1,35992;0,0415882;-0,623637;-2,91043;+
Q9BKU4;28,08;28,9895;28,621;29,3164;29,3804;29,311;1,36154;0,0417004;-0,772433;-2,91414;+
Q9BKU6;29,1933;28,8467;28,7533;29,0556;29,5745;29,7212;1,006;0,0859187;-0,519346;-2,14414;
Q9BL03;29,9148;30,5999;30,1586;30,8796;30,76;31,1326;1,42422;0,0368424;-0,699616;-3,0602;+
Q9BL07;29,8582;29,9753;29,802;28,5865;29,974;30,0804;0,274963;0,634087;0,33153;0,685083;
Q9BL15;27,8196;26,6933;26,9523;25,7581;25,7953;25,8317;1,78713;0,0191308;1,36004;3,98553;+
Q9BL19;32,9714;31,7753;31,7194;31,4065;33,0394;32,4797;0,0863339;0,890719;-0,15317;-0,243327;
Q9BL27;29,4657;29,5667;29,2546;26,7505;28,1566;27,9254;1,82336;0,017874;1,81814;4,08642;+
Q9BL33;30,03;30,361;30,5805;29,4955;29,6398;29,8659;1,56595;0,0274386;0,656766;3,40437;+
Q9BL34;30,2537;30,2502;29,9686;29,3773;30,0993;30,2467;0,366519;0,486555;0,249723;0,876977;
Q9BL39;28,7933;29,1533;29,2794;27,074;27,6429;27,9259;2,20745;0,0111724;1,52775;5,27233;+
Q9BL46;28,6457;26,6031;27,451;29,0977;25,2167;26,9;0,144755;0,826484;0,495154;0,389803;
Q9BL57;29,848;30,5444;30,9282;29,5923;30,0933;30,1733;0,597725;0,248178;0,487246;1,33595;
Q9BL73;26,4972;26,68;26,4825;25,4422;25,9687;25,8091;2,073;0,0132816;0,813234;4,83137;+
Q9BLB6;27,7315;30,0876;30,1212;28,7104;26,4744;25,7931;0,915215;0,110663;2,32079;1,95997;
Q9BPN6;27,403;27,3134;27,018;26,4033;25,8028;25,9898;2,29055;0,0104249;1,1795;5,56036;+
Q9GPA1;31,0084;30,3018;30,1915;29,843;30,6467;30,6086;0,135473;0,834717;0,134446;0,367265;
Q9GRY9;31,576;31,1752;30,9185;31,4534;31,7966;31,6142;0,858977;0,127178;-0,398137;-1,84766;
Q9GRZ1;30,51;30,3396;30,328;28,9963;29,8691;29,1031;1,72099;0,0220396;1,06968;3,80565;+
Q9GRZ9;33,2456;33,0252;32,7563;32,1058;32,613;31,3827;1,19388;0,0562628;0,975232;2,53984;
Q9GS00;28,4891;27,7193;27,9426;27,2856;26,203;26,6395;1,58362;0,0263677;1,34097;3,44874;+
Q9GUI8;27,141;27,1068;27,055;26,525;26,9539;26,76;1,31317;0,0450469;0,354637;2,80382;+
Q9GUM1;29,8794;28,5137;28,4545;30,1217;30,3932;27,7221;0,182225;0,780893;-0,463113;-0,478433;
Q9GUM5;27,5006;27,1893;27,5205;28,0781;27,6723;27,3749;0,59167;0,251797;-0,30497;-1,32414;
Q9GUP2;28,0977;28,6975;28,2201;27,6407;28,0821;28,2526;0,600819;0,24658;0,346623;1,34198;
Q9GYF1;31,7551;31,4534;31,5028;30,7193;31,6815;31,709;0,232476;0,710639;0,200527;0,592321;
Q9GYM9;28,9084;28,8613;28,7291;26,3319;26,7073;27,8052;1,87494;0,0166217;1,88481;4,23308;+
Q9GZH2;26,3013;26,3391;25,9156;25,974;25,2251;25,6109;1,07251;0,0733275;0,58198;2,28175;
V6CLC6;30,7724;29,731;28,3871;30,4094;29,3697;28,8142;0,0404155;0,949448;0,0990823;0,11883;
Q9GZH4;29,004;29,0302;29,1982;29,3277;30,0948;29,969;1,37071;0,0410177;-0,719694;-2,9353;+
Q9GZH5;28,4527;27,1456;26,8964;27,3526;27,5927;27,8055;0,0591302;0,927174;-0,0853799;-0,17075;
U4PBA6;31,7596;32,2094;32,0612;30,0496;31,5212;31,8962;0,669636;0,203565;0,854403;1,47603;
Q9N2W7;28,4252;29,037;28,9763;29,6121;29,7403;29,807;1,95614;0,0151045;-0,907;-4,47142;+
V6CK48;28,3624;28,2826;28,5836;27,0351;28,0885;28,1479;0,810291;0,1445;0,652342;1,75132;
Q9N357;27,3027;27,2048;27,2159;25,2491;26,3589;26,8673;1,06279;0,0751758;1,08273;2,26149;
U4PBK9;29,5113;28,1555;28,3244;29,4081;28,5727;28,2037;0,0393911;0,949726;-0,0644366;-0,115936;
Q9N361;26,0045;26,821;26,6061;25,8041;27,0798;26,458;0,0225957;0,971119;0,0299047;0,067662;
Q9N362;30,1624;30,0219;30,2854;28,4741;28,9213;29,8964;1,16719;0,059714;1,0593;2,48225;
Q9N384;25,3279;24,9491;25,527;24,219;25,4054;25,6901;0,123974;0,847836;0,163166;0,338987;
Q9N393;25,5276;26,3611;26,039;27,5176;27,526;27,4888;2,49352;0,00736156;-1,53487;-6,31835;+
Q9N3B0;32,266;32,3085;32,179;32,0054;32,2657;32,4162;0,0607902;0,925651;0,0220706;0,175272;
Q9N3B9;25,3895;25,3791;24,523;25,7174;25,5578;25,4228;0,715427;0,180561;-0,468798;-1,56532;
Q9N3D9;29,7147;29,8092;30,0414;28,5466;30,4078;30,5741;0,00612987;0,990338;0,0122801;0,0186886;
Q9N3F7;27,5372;27,3196;24,8647;26,7019;27,1962;27,1663;0,197448;0,760978;-0,447603;-0,51348;
Q9N3G0;32,0232;32,1513;32,1877;31,7041;32,0374;32,1476;0,481427;0,349483;0,15771;1,10788;
Q9N3H3;26,4875;26,7362;26,04;24,8365;26,0323;25,4343;1,15787;0,0605694;0,986893;2,46225;
Q9N3J4;27,0854;26,887;26,8931;25,5587;26,3915;25,4329;1,70842;0,0231444;1,16077;3,77206;+
Q9N3Q9;29,6572;29,6272;29,1587;27,068;26,141;27,9315;1,96382;0,0153333;2,43419;4,49445;+
Q9N3S8;26,1906;26,4778;25,6875;26,5629;26,6511;26,521;0,916859;0,110236;-0,459679;-1,96328;
Q9N3T5;26,6188;25,286;26,0212;24,5745;24,5047;24,64;1,6505;0,0245567;1,40224;3,61978;+
Q9N456;29,3365;29,7462;29,6454;29,0093;29,2552;29,4275;0,933424;0,10555;0,345333;1,99661;
Q9N492;26,3205;26,9492;26,2587;27,9424;28,4959;28,583;2,44799;0,0078612;-1,83095;-6,14122;+
Q9N4D9;24,1321;24,1144;23,8315;28,091;27,6092;27,685;4,52671;0;-3,76908;-21,1154;+
Q9N4E9;26,5325;25,8297;26,1243;24,4365;24,5161;24,645;2,8075;0,00354812;1,6296;7,66435;+
Q9N4G9;31,2747;29,826;29,9652;31,9186;30,3396;30,1686;0,248284;0,681784;-0,45366;-0,627171;
Q9N4I0;27,8568;28,4234;28,4681;26,188;28,4857;28,4347;0,281173;0,624269;0,546643;0,698413;
Q9N4J2;27,6175;31,1448;30,9281;32,3012;31,7165;31,5032;0,767293;0,160144;-1,9435;-1,66678;
Q9N4J8;25,8968;26,4931;26,4146;27,5309;26,8875;27,4186;1,68383;0,0242324;-1,01084;-3,70693;+
Q9N4L6;25,845;26,1069;25,8688;25,0226;25,1913;25,1413;2,96556;0,00198095;0,821828;8,43366;+
Q9N4L8;32,9898;32,9758;33,3243;31,6562;32,6591;32,7261;0,963497;0,0967847;0,749479;2,05744;
